City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
267,Balkanabat,TM,2022-04-27 01:49:12,39.5108,54.3671,70.65,48,100,16.46
268,Potosi,BO,2022-04-27 01:49:13,-19.5836,-65.7531,47.75,21,8,4.34
269,Najran,SA,2022-04-27 01:49:13,17.4924,44.1277,70.45,50,2,1.9
270,Grants Pass,US,2022-04-27 01:46:05,42.439,-123.3284,63.91,36,0,11.5
271,Pangkalanbuun,ID,2022-04-27 01:49:14,-2.6833,111.6167,86.94,62,87,3.13
272,Kitakata,JP,2022-04-27 01:50:14,37.65,139.8667,55.98,94,100,5.93
273,Mkushi,ZM,2022-04-27 01:50:15,-13.6202,29.3939,58.86,96,58,5.82
274,Nchelenge,ZM,2022-04-27 01:50:15,-9.3451,28.734,68.56,88,100,7.34
275,Nha Trang,VN,2022-04-27 01:50:16,12.25,109.1833,87.8,62,74,2.68
276,Sioux Lookout,CA,2022-04-27 01:50:16,50.1001,-91.917,30.27,43,100,5.75
277,Oranjemund,NA,2022-04-27 01:50:17,-28.55,16.4333,59.7,50,0,6.93
278,Udachnyy,RU,2022-04-27 01:50:17,66.4167,112.4,23.02,82,87,3.69
279,Tabuk,PH,2022-04-27 01:50:18,17.4189,121.4443,87.1,61,0,6.8
280,Hambantota,LK,2022-04-27 01:50:18,6.1241,81.1185,79.14,100,20,3.44
281,Gat,IL,2022-04-27 01:50:18,31.61,34.7642,71.4,78,63,3.58
282,Fortuna,US,2022-04-27 01:50:19,40.5982,-124.1573,54.86,73,20,13.8
283,Samarai,PG,2022-04-27 01:50:19,-10.6167,150.6667,83.98,72,97,1.83
284,Baculin,PH,2022-04-27 01:50:20,7.4525,126.5842,83.75,76,95,4.16
285,Cockburn Town,TC,2022-04-27 01:50:20,21.4612,-71.1419,76.69,69,0,17.92
286,Zyryanovsk,KZ,2022-04-27 01:50:21,49.7386,84.2719,43.3,66,24,2.77
287,Dumbraveni,RO,2022-04-27 01:50:21,46.2333,24.5667,45.48,92,27,1.1
288,Lebedinyy,RU,2022-04-27 01:50:22,58.5167,125.5167,27.28,72,98,4.25
289,Ihtiman,BG,2022-04-27 01:50:22,42.4333,23.8167,48.16,97,27,1.74
290,Amboasary,MG,2022-04-27 01:50:22,-25.0333,46.3833,74.1,89,100,4.23
291,Nyurba,RU,2022-04-27 01:50:23,63.2842,118.3319,31.39,76,62,3.74
292,Voi,KE,2022-04-27 01:50:23,-3.3945,38.563,71.2,85,100,7.63
293,Klaksvik,FO,2022-04-27 01:50:24,62.2266,-6.589,32.92,66,79,6.71
294,Talnakh,RU,2022-04-27 01:50:24,69.4865,88.3972,16.21,93,99,9.6
295,Bemidji,US,2022-04-27 01:50:25,47.4736,-94.8803,30.29,58,0,3.44
296,Touros,BR,2022-04-27 01:50:25,-5.1989,-35.4608,76.32,87,5,10.56
297,Comodoro Rivadavia,AR,2022-04-27 01:50:25,-45.8667,-67.5,44.46,57,0,9.22
298,Cordele,US,2022-04-27 01:46:55,31.9635,-83.7824,70.32,73,100,8.05
299,Dhidhdhoo,MV,2022-04-27 01:50:26,6.8833,73.1,84.47,70,40,1.99
300,Lethem,GY,2022-04-27 01:50:26,3.3803,-59.7968,79.18,82,100,1.9
301,Kyaukse,MM,2022-04-27 01:50:27,21.6,96.1333,93.38,41,3,8.59
302,Pangnirtung,CA,2022-04-27 01:50:27,66.1451,-65.7125,-10.01,81,11,8.79
303,Aswan,EG,2022-04-27 01:50:28,24.0934,32.907,78.49,28,36,7.38
304,Bubaque,GW,2022-04-27 01:49:28,11.2833,-15.8333,78.37,74,7,7.47
305,Sigli,ID,2022-04-27 01:50:29,5.3848,95.9609,82.98,80,100,4.45
306,Liverpool,GB,2022-04-27 01:50:29,53.4106,-2.9779,44.82,76,100,9.22
307,Dessel,BE,2022-04-27 01:50:30,51.2385,5.1145,45.79,90,6,4.99
308,Kansanshi,ZM,2022-04-27 01:50:30,-12.0951,26.4273,55.87,95,52,4.23
309,Bermejo,AR,2022-04-27 01:50:30,-32.8833,-68.8,73.31,15,0,10.36
310,Cabo San Lucas,MX,2022-04-27 01:49:52,22.8909,-109.9124,79.18,71,0,11.72
311,Akyab,MM,2022-04-27 01:50:31,20.15,92.9,84.18,74,22,7.92
312,Coquimbo,CL,2022-04-27 01:46:46,-29.9533,-71.3436,60.53,82,0,5.75
313,Rawah,IQ,2022-04-27 01:50:32,34.4816,41.9093,68.88,60,74,4.14
314,Ndende,GA,2022-04-27 01:50:32,-2.4008,11.3581,72.66,99,100,3.04
315,Jieshi,CN,2022-04-27 01:50:33,22.8134,115.8257,84.94,73,6,8.25
316,Sinazongwe,ZM,2022-04-27 01:50:33,-17.2614,27.4618,73.08,72,8,5.12
317,Colinas,BR,2022-04-27 01:46:37,-6.0258,-44.2492,71.94,88,33,1.45
318,Madaoua,NE,2022-04-27 01:51:34,14.073,5.96,82.22,15,98,5.75
319,Salinas,US,2022-04-27 01:51:34,36.6777,-121.6555,65.21,62,0,13.8
320,Vila,PT,2022-04-27 01:49:22,42.0304,-8.1588,43.68,93,4,3.56
321,Halifax,CA,2022-04-27 01:51:33,44.6453,-63.5724,44.69,83,100,8.05
322,Kalispell,US,2022-04-27 01:51:35,48.1958,-114.3129,45.66,67,100,15.99
323,Borogontsy,RU,2022-04-27 01:51:35,62.6683,131.1683,29.64,71,72,3.24
324,Bada,RU,2022-04-27 01:51:36,51.392,109.8717,42.42,23,97,2.51
325,Celestun,MX,2022-04-27 01:51:36,20.8667,-90.4,79.27,76,63,18.21
326,Smithers,CA,2022-04-27 01:51:37,54.7804,-127.1743,48.52,40,40,5.75
327,Faya,SA,2022-04-27 01:48:19,18.3851,42.4509,55.51,50,0,4.29
328,Madimba,TZ,2022-04-27 01:51:38,-10.4,40.3333,74.77,92,19,7.25
329,Liberal,US,2022-04-27 01:51:38,37.0431,-100.921,69.94,17,0,21.85
330,Okhotsk,RU,2022-04-27 01:51:38,59.3833,143.3,31.08,75,96,6.35
331,Makakilo City,US,2022-04-27 01:46:58,21.3469,-158.0858,82.72,54,0,17.27
332,Christchurch,NZ,2022-04-27 01:50:51,-43.5333,172.6333,62.91,66,20,5.99
333,Conde,BR,2022-04-27 01:51:39,-7.2597,-34.9075,76.46,83,40,4.61
334,Kimbe,PG,2022-04-27 01:51:40,-5.5502,150.1429,89.29,62,19,4.07
335,Salalah,OM,2022-04-27 01:51:40,17.0151,54.0924,77.49,82,5,1.81
336,Mokolo,CM,2022-04-27 01:51:41,10.7398,13.8019,83.3,40,100,2.8
337,Forestville,US,2022-04-27 01:51:41,38.8451,-76.875,59.95,91,100,8.05
338,Baker City,US,2022-04-27 01:51:42,44.7749,-117.8344,46.58,62,20,12.66
339,Yumen,CN,2022-04-27 01:51:42,40.2833,97.2,55.33,34,59,14.72
340,Chishtian Mandi,PK,2022-04-27 01:51:43,29.8,72.8667,87.42,13,0,7.29
341,Kedrovyy,RU,2022-04-27 01:51:43,56.1667,91.8167,43.21,74,100,5.28
342,Ossora,RU,2022-04-27 01:51:44,59.2353,163.0719,33.49,89,56,7.34
343,Payo,ID,2022-04-27 01:51:44,-3.7508,103.6372,83.7,69,77,1.32
344,Melito Di Porto Salvo,IT,2022-04-27 01:51:45,37.9222,15.7714,61.36,72,0,11.5
345,Mao,ES,2022-04-27 01:51:45,39.8885,4.2658,55.96,94,0,8.05
346,Kostomuksha,RU,2022-04-27 01:51:46,64.571,30.5767,19.22,88,90,5.17
347,Choya,RU,2022-04-27 01:51:46,52.0108,86.5467,48.79,61,100,3.67
348,Marawi,PH,2022-04-27 01:51:46,7.9986,124.2928,81.16,69,86,2.13
349,Beloha,MG,2022-04-27 01:51:47,-25.1667,45.05,72.0,90,100,12.53
350,Gavle,SE,2022-04-27 01:51:47,60.6745,17.1417,30.92,57,90,1.01
351,Meadow Lake,US,2022-04-27 01:51:48,34.8014,-106.5436,71.67,22,100,15.77
352,Lavrentiya,RU,2022-04-27 01:51:48,65.5833,-171.0,27.0,83,62,2.3
353,Sao Filipe,CV,2022-04-27 01:51:49,14.8961,-24.4956,73.44,68,4,12.8
354,Port Augusta,AU,2022-04-27 01:51:49,-32.5,137.7667,69.71,64,11,3.65
355,Saint-Augustin,CA,2022-04-27 01:51:50,51.226,-58.6502,34.48,98,100,8.23
356,Berdigestyakh,RU,2022-04-27 01:51:51,62.0989,126.6992,28.31,67,59,7.38
357,Golfito,CR,2022-04-27 01:51:51,8.639,-83.166,76.03,93,100,2.46
358,Ekhabi,RU,2022-04-27 01:51:52,53.5102,142.9671,29.59,96,100,23.33
359,Bilibino,RU,2022-04-27 01:51:52,68.0546,166.4372,31.62,80,100,3.85
360,Saint-Georges,GD,2022-04-27 01:51:53,12.0564,-61.7485,76.68,94,20,0.0
361,Bundaberg,AU,2022-04-27 01:51:53,-24.85,152.35,80.89,65,40,16.11
362,Sola,VU,2022-04-27 01:52:54,-13.8833,167.55,80.53,78,100,15.97
363,Keti Bandar,PK,2022-04-27 01:52:54,24.1447,67.4497,81.37,82,0,13.53
364,Krasnoselkup,RU,2022-04-27 01:52:55,65.7,82.4667,25.43,87,100,14.32
365,Kismayo,SO,2022-04-27 01:52:55,-0.3582,42.5454,81.32,80,100,7.76
366,Esperance,AU,2022-04-27 01:52:55,-33.8667,121.9,60.64,55,74,7.92
367,Camana,PE,2022-04-27 01:52:56,-16.6228,-72.7111,67.86,87,100,9.35
368,Hay River,CA,2022-04-27 01:52:56,60.8156,-115.7999,42.78,61,75,8.05
369,Vlasenica,BA,2022-04-27 01:52:57,44.1819,18.9406,39.83,89,64,2.48
370,Tamandare,BR,2022-04-27 01:52:57,-8.7597,-35.1047,77.76,74,0,8.03
371,San Vicente,AR,2022-04-27 01:52:58,-26.6167,-54.1333,74.93,71,0,7.63
372,Padang,ID,2022-04-27 01:52:58,-0.9492,100.3543,84.25,70,29,2.15
373,Olinda,BR,2022-04-27 01:52:58,-8.0089,-34.8553,82.13,69,100,6.91
374,Grand Forks,US,2022-04-27 01:52:59,47.9417,-97.4337,37.13,64,0,8.05
375,Lunino,RU,2022-04-27 01:52:59,53.5918,45.2271,52.41,90,100,4.9
376,Kysyl-Syr,RU,2022-04-27 01:53:00,63.8986,122.7617,28.29,67,19,5.7
377,Medicine Hat,CA,2022-04-27 01:51:33,50.0501,-110.6683,59.43,49,100,14.97
378,Nanortalik,GL,2022-04-27 01:53:00,60.1432,-45.2371,36.9,81,100,8.9
379,Sambava,MG,2022-04-27 01:53:01,-14.2667,50.1667,71.42,82,84,5.37
380,Dzaoudzi,YT,2022-04-27 01:53:01,-12.7887,45.2699,78.69,89,75,4.61
381,Rosetta,EG,2022-04-27 01:53:02,31.4044,30.4164,62.42,72,7,3.87
382,Oussouye,SN,2022-04-27 01:53:02,12.485,-16.5469,76.26,47,2,11.88
383,Kaputa,ZM,2022-04-27 01:53:02,-8.4689,29.6619,67.01,94,100,5.06
384,Imeni Poliny Osipenko,RU,2022-04-27 01:53:03,52.4201,136.4853,30.52,93,100,20.94
385,Kyrnasivka,UA,2022-04-27 01:53:04,48.5955,28.979,39.09,91,14,5.97
386,Lubumbashi,CD,2022-04-27 01:53:04,-11.6609,27.4794,57.78,95,36,3.91
387,Atherton,GB,2022-04-27 01:53:04,53.5237,-2.4935,44.42,82,7,1.99
388,Nago,JP,2022-04-27 01:53:05,26.5881,127.9761,84.63,78,90,11.01
389,Deep River,CA,2022-04-27 01:51:26,46.1001,-77.4995,44.35,91,100,5.64
390,Alta Floresta,BR,2022-04-27 01:53:05,-9.8756,-56.0861,73.22,94,0,0.0
391,Uruacu,BR,2022-04-27 01:53:06,-14.5247,-49.1408,70.3,58,3,3.24
392,Media Luna,CU,2022-04-27 01:53:07,20.1419,-77.435,75.42,76,3,16.31
393,Bac Lieu,VN,2022-04-27 01:53:07,9.285,105.7244,86.47,59,91,4.32
394,Yakeshi,CN,2022-04-27 01:53:07,49.2833,120.7333,42.06,29,79,13.82
395,Deputatskiy,RU,2022-04-27 01:53:08,69.3,139.9,13.69,85,100,3.15
396,Stornoway,GB,2022-04-27 01:53:08,58.2093,-6.3865,42.76,84,49,5.75
397,Mormugao,IN,2022-04-27 01:53:09,15.4,73.8,79.86,94,20,3.44
398,Casino,AU,2022-04-27 01:53:09,-28.8667,153.05,73.78,73,82,3.44
399,Tilichiki,RU,2022-04-27 01:53:10,60.4667,166.1,31.69,99,100,6.85
400,Raub,MY,2022-04-27 01:53:10,3.7899,101.857,84.45,73,70,1.41
401,Aykhal,RU,2022-04-27 01:53:10,66.0,111.5,23.36,86,93,5.06
402,Vestmanna,FO,2022-04-27 01:53:11,62.1564,-7.1664,31.12,86,75,2.3
403,Jian,CN,2022-04-27 01:53:11,27.1172,114.9793,79.29,78,66,0.94
404,Daoukro,CI,2022-04-27 01:53:12,7.0591,-3.9631,74.26,97,100,4.07
405,Ranong,TH,2022-04-27 01:53:12,9.9658,98.6348,82.33,73,100,1.28
406,Saint-Ambroise,CA,2022-04-27 01:53:13,48.5501,-71.3324,43.12,98,100,1.25
407,Tombouctou,ML,2022-04-27 01:53:13,20.0,-3.0,72.75,24,0,11.23
408,Valparaiso,CL,2022-04-27 01:53:13,-33.0393,-71.6273,58.48,89,100,2.3
409,Tiznit,MA,2022-04-27 01:54:14,29.5833,-9.5,54.41,89,22,2.15
410,Hamilton,US,2022-04-27 01:52:59,39.1834,-84.5333,48.99,64,4,3.0
411,Adrar,MR,2022-04-27 01:54:14,20.5022,-10.0711,68.45,37,0,10.63
412,Safaga,EG,2022-04-27 01:54:15,26.7292,33.9365,76.24,46,0,11.54
413,Guerrero Negro,MX,2022-04-27 01:54:15,27.9769,-114.0611,63.99,72,7,15.23
414,Dali,CN,2022-04-27 01:54:16,25.7,100.1833,69.01,38,0,6.22
415,Moron,AR,2022-04-27 01:52:29,-34.6534,-58.6198,75.09,89,80,7.16
416,Nouakchott,MR,2022-04-27 01:54:16,18.0858,-15.9785,69.73,62,0,18.32
417,Lubango,AO,2022-04-27 01:54:17,-14.9172,13.4925,58.87,68,5,2.64
418,Benghazi,LY,2022-04-27 01:54:17,32.1167,20.0667,68.14,50,10,11.5
419,Yatou,CN,2022-04-27 01:54:18,37.15,122.3833,55.9,42,0,18.75
420,Vitim,RU,2022-04-27 01:54:18,59.4511,112.5578,37.81,74,99,4.21
421,Pitsunda,GE,2022-04-27 01:54:19,43.1592,40.3378,50.18,82,4,6.26
422,Labuan,MY,2022-04-27 01:54:19,5.2767,115.2417,79.16,94,40,2.3
423,Cocal,BR,2022-04-27 01:54:20,-28.6167,-49.35,73.33,74,7,2.75
424,Bambous Virieux,MU,2022-04-27 01:54:20,-20.3428,57.7575,73.65,88,20,9.22
425,Gannan,CN,2022-04-27 01:54:20,47.9147,123.5031,50.13,26,59,12.48
426,Scarborough,GB,2022-04-27 01:54:21,54.2797,-0.4044,43.92,73,26,1.99
427,Saint-Louis,SN,2022-04-27 01:54:21,16.3333,-15.0,71.67,51,5,9.91
428,Teguldet,RU,2022-04-27 01:54:22,57.3064,88.1667,41.43,76,97,3.18
429,Kitimat,CA,2022-04-27 01:54:22,54.0524,-128.6534,46.9,62,75,4.05
430,Nizhniy Ingash,RU,2022-04-27 01:54:23,56.2,96.53,34.03,85,100,6.51
431,Senador Guiomard,BR,2022-04-27 01:54:23,-10.1522,-67.7392,78.55,90,44,2.3
432,Byron Bay,AU,2022-04-27 01:54:23,-28.65,153.6167,73.94,73,46,7.14
433,Bam,IR,2022-04-27 01:54:24,29.106,58.357,77.41,26,100,6.51
434,Iracoubo,GF,2022-04-27 01:54:24,5.4802,-53.2011,78.06,89,100,5.46
435,Cape Girardeau,US,2022-04-27 01:54:25,37.3834,-89.7168,51.8,55,0,4.88
436,Yulara,AU,2022-04-27 01:54:25,-25.2406,130.9889,76.84,31,96,5.75
437,Havre-Saint-Pierre,CA,2022-04-27 01:54:26,50.2334,-63.5986,37.76,93,100,2.3
438,Okha,RU,2022-04-27 01:52:37,53.5739,142.9478,29.73,95,100,23.22
439,Ambon,ID,2022-04-27 01:54:26,-3.6954,128.1814,87.94,66,20,3.44
440,Leshukonskoye,RU,2022-04-27 01:54:27,64.8989,45.7622,23.43,84,100,7.67
441,Strai,NO,2022-04-27 01:54:27,58.2,7.9,38.1,65,100,5.75
442,Dingle,PH,2022-04-27 01:54:28,10.9995,122.6711,85.48,71,100,11.5
443,Jutai,BR,2022-04-27 01:54:28,-5.1833,-68.9,72.34,98,95,2.08
444,Ucluelet,CA,2022-04-27 01:53:55,48.9329,-125.5528,49.08,76,11,1.01
445,Punta De Piedra,VE,2022-04-27 01:54:29,7.6176,-71.4916,74.8,91,94,2.71
446,Svetlogorsk,BY,2022-04-27 01:54:29,52.6333,29.7333,41.9,83,91,6.22
447,Rio Grande,BR,2022-04-27 01:52:44,-32.035,-52.0986,68.95,89,32,17.81
448,Kabompo,ZM,2022-04-27 01:54:30,-13.5927,24.2008,61.63,85,66,5.61
449,Srednekolymsk,RU,2022-04-27 01:54:30,67.45,153.6833,24.28,93,100,12.57
450,Wahiawa,US,2022-04-27 01:54:30,21.5028,-158.0236,75.79,67,51,8.9
451,Arman,RU,2022-04-27 01:54:31,59.7,150.1667,35.02,54,8,3.65
452,Cachoeira Do Sul,BR,2022-04-27 01:54:31,-30.0392,-52.8939,68.32,98,55,5.5
453,Wajima,JP,2022-04-27 01:54:32,37.4,136.9,61.48,47,75,4.61
454,Kokopo,PG,2022-04-27 01:54:32,-4.352,152.2633,85.15,65,20,4.79
455,Melivoia,GR,2022-04-27 01:54:33,39.75,22.8,51.06,58,0,2.39
456,Calama,CL,2022-04-27 01:55:33,-22.4667,-68.9333,52.29,16,0,10.36
457,Sompeta,IN,2022-04-27 01:55:34,18.9333,84.6,89.13,57,5,9.35
458,Ouango,CF,2022-04-27 01:55:34,4.3133,22.5552,70.57,99,100,1.07
459,Tatawin,TN,2022-04-27 01:55:35,32.9297,10.4518,61.47,66,100,11.21
460,Sudogda,RU,2022-04-27 01:55:35,55.9539,40.8629,45.73,91,100,4.68
461,Brigantine,US,2022-04-27 01:55:35,39.4101,-74.3646,61.05,93,100,6.76
462,Skelleftea,SE,2022-04-27 01:55:36,64.7507,20.9528,25.16,53,100,8.05
463,Liepaja,LV,2022-04-27 01:55:36,56.5419,21.0367,33.78,86,0,3.44
464,Crotone,IT,2022-04-27 01:55:37,39.0851,17.1178,61.2,55,0,4.32
465,Riosucio,CO,2022-04-27 01:55:37,5.4216,-75.7032,59.11,97,100,1.45
466,Pergamino,AR,2022-04-27 01:55:37,-33.89,-60.5736,73.18,95,1,12.62
467,Sibu,MY,2022-04-27 01:55:38,2.3,111.8167,79.11,88,40,3.44
468,Mujiayingzi,CN,2022-04-27 01:55:38,42.1167,118.7833,48.13,10,95,7.85
469,Vryburg,ZA,2022-04-27 01:55:39,-26.9566,24.7284,47.08,45,0,5.5
470,Tadine,NC,2022-04-27 01:55:39,-21.55,167.8833,75.97,59,100,16.51
471,Hofn,IS,2022-04-27 01:55:39,64.2539,-15.2082,40.84,82,43,11.12
472,Urubicha,BO,2022-04-27 01:55:40,-15.3833,-62.95,75.11,74,6,2.48
473,Cordoba,AR,2022-04-27 01:55:40,-31.4135,-64.1811,78.19,94,20,2.3
474,Virginia Beach,US,2022-04-27 01:52:57,36.8529,-75.978,63.01,88,100,12.21
475,Senekal,ZA,2022-04-27 01:55:41,-28.3197,27.6208,43.11,45,0,3.11
476,Gondanglegi,ID,2022-04-27 01:55:41,-7.7479,112.0132,82.72,77,99,5.66
477,Idrinskoye,RU,2022-04-27 01:55:42,54.3708,92.1358,45.91,51,95,4.29
478,Villa Bisono,DO,2022-04-27 01:55:42,19.5638,-70.8758,73.78,79,2,5.21
479,Baglung,NP,2022-04-27 01:55:43,28.2719,83.5898,79.66,22,0,2.33
480,Grand Gaube,MU,2022-04-27 01:55:43,-20.0064,57.6608,73.8,78,14,5.01
481,Ambulu,ID,2022-04-27 01:55:43,-8.345,113.6058,83.25,68,100,2.21
482,Uvat,RU,2022-04-27 01:55:44,59.1433,68.8953,47.44,80,100,11.59
483,Pedernales,DO,2022-04-27 01:55:44,18.0384,-71.744,77.63,72,50,6.13
484,Catuday,PH,2022-04-27 01:55:45,16.2923,119.8062,86.65,58,9,3.02
485,Teya,RU,2022-04-27 01:55:45,60.3778,92.6267,30.43,88,100,1.36
486,Pachino,IT,2022-04-27 01:55:46,36.7186,15.0907,59.32,67,0,7.25
487,Bathsheba,BB,2022-04-27 01:55:46,13.2167,-59.5167,77.61,88,40,4.61
488,Palmas,BR,2022-04-27 01:55:46,-10.2128,-48.3603,75.07,83,0,5.75
489,Progreso,MX,2022-04-27 01:55:47,21.2833,-89.6667,81.1,79,6,15.05
490,Stara Vyzhivka,UA,2022-04-27 01:55:47,51.4376,24.44,41.22,92,72,4.52
491,Fairbanks,US,2022-04-27 01:55:32,64.8378,-147.7164,52.14,37,0,8.05
492,Aldan,RU,2022-04-27 01:55:48,58.6031,125.3894,29.53,73,99,3.78
493,Ust-Kuyga,RU,2022-04-27 01:55:49,70.0167,135.6,14.72,84,60,4.99
494,Lamu,KE,2022-04-27 01:55:49,-2.2717,40.902,82.62,82,53,9.69
495,Antofagasta,CL,2022-04-27 01:55:50,-23.65,-70.4,61.88,82,100,5.5
496,Tynda,RU,2022-04-27 01:55:50,55.1667,124.7167,37.02,39,61,9.98
497,Januaria,BR,2022-04-27 01:55:51,-15.4833,-44.3667,71.28,59,12,4.29
498,Saint-Joseph,RE,2022-04-27 01:55:51,-21.3667,55.6167,71.98,80,25,3.29
499,Waingapu,ID,2022-04-27 01:55:51,-9.6567,120.2641,82.49,64,100,5.93
500,Hualmay,PE,2022-04-27 01:55:52,-11.0964,-77.6139,67.39,87,91,8.63
501,Muros,ES,2022-04-27 01:55:52,42.7762,-9.0603,51.84,95,8,6.29
502,Los Llanos De Aridane,ES,2022-04-27 01:55:53,28.6585,-17.9182,58.75,79,0,9.22
503,Piterka,RU,2022-04-27 01:56:53,50.6803,47.4454,59.97,65,100,14.16
504,Channel-Port Aux Basques,CA,2022-04-27 01:56:53,47.5702,-59.1367,38.73,84,100,6.17
505,Upata,VE,2022-04-27 01:56:54,8.0086,-62.3989,73.87,93,100,1.59
506,Igra,RU,2022-04-27 01:56:54,57.5558,53.0547,51.01,96,69,8.68
507,San Rafael,AR,2022-04-27 01:56:55,-34.6177,-68.3301,55.44,46,22,7.52
508,Suntar,RU,2022-04-27 01:56:55,62.1444,117.6319,34.59,65,80,5.08
509,Shingu,JP,2022-04-27 01:56:56,33.7333,135.9833,71.35,91,100,2.95
510,Portree,GB,2022-04-27 01:56:56,57.4129,-6.1942,41.52,80,75,4.47
511,Maniitsoq,GL,2022-04-27 01:56:57,65.4167,-52.9,33.01,98,100,28.23
512,Praia,CV,2022-04-27 01:56:53,14.9215,-23.5087,70.34,78,40,19.57
513,Porto Velho,BR,2022-04-27 01:56:57,-8.7619,-63.9039,78.85,94,20,1.14
514,Labuhan,ID,2022-04-27 01:56:58,-6.8844,112.2051,83.62,73,100,3.58
515,Naranjal,EC,2022-04-27 01:56:58,-2.6667,-79.6167,75.25,91,94,1.77
516,Tabas,IR,2022-04-27 01:56:58,33.5959,56.9244,80.82,28,100,9.22
517,Garowe,SO,2022-04-27 01:56:59,8.4054,48.4845,74.21,84,40,7.96
518,Praia Da Vitoria,PT,2022-04-27 01:56:38,38.7333,-27.0667,63.75,88,75,21.36
519,Ankazoabo,MG,2022-04-27 01:56:59,-22.2833,44.5167,70.07,89,91,5.59
520,Guatire,VE,2022-04-27 01:57:00,10.4762,-66.5427,77.2,97,100,1.12
521,Cam Ranh,VN,2022-04-27 01:57:00,11.9214,109.1591,87.76,66,20,2.3
522,Asau,RO,2022-04-27 01:57:01,46.4333,26.4,46.96,95,82,1.81
523,Sumkino,RU,2022-04-27 01:57:01,58.1108,68.3244,48.56,77,100,9.51
524,Kununurra,AU,2022-04-27 01:57:02,-15.7667,128.7333,91.38,40,26,3.44
525,Solnechnyy,RU,2022-04-27 01:57:02,50.7214,136.6319,29.14,93,100,16.96
526,Pizhma,RU,2022-04-27 01:57:02,57.8642,47.1171,45.0,91,100,4.36
527,Cayenne,GF,2022-04-27 01:55:16,4.9333,-52.3333,82.09,1,75,3.0
528,Flinders,AU,2022-04-27 01:57:03,-34.5833,150.8552,69.19,88,100,5.99
529,Shahreza,IR,2022-04-27 01:57:04,32.0339,51.8794,53.49,61,7,2.84
530,Port Blair,IN,2022-04-27 01:57:04,11.6667,92.75,82.44,89,75,0.0
531,Dalby,AU,2022-04-27 01:57:04,-27.1833,151.2667,72.36,59,86,13.6
532,Leh,IN,2022-04-27 01:57:05,34.1667,77.5833,40.24,52,2,1.21
533,Fortuna Foothills,US,2022-04-27 01:57:05,32.6578,-114.4119,95.05,5,0,12.66
534,Awbari,LY,2022-04-27 01:57:06,26.5921,12.7805,73.67,11,100,3.83
535,Khangah Dogran,PK,2022-04-27 01:57:06,31.8317,73.6231,87.08,15,0,1.5
